Word,Word Count
moments,4
mommy,1
monday,2
monetary,1
money,2
monitors,2
monosyllabically,1
monster,1
monsters,1
montana,2
month,7
monthly,1
months,4
moppet,1
morale,1
morally,1
morbid,1
more,56
morgue,1
morning,30
moss,1
most,15
mostly,4
mother,6
motherfucker,1
motivator,1
mount,1
mourn,1
mourned,1
mournful,1
mouse,1
mouth,11
mouthed,1
mouthful,1
move,4
moved,5
movies,1
moving,4
mozart,1
mr,113
mrs,23
ms,52
much,31
mudslide,1
mug,1
muggers,1
mugwort,1
multiply,1
mumbly,1
murad,1
murder,3
murderers,1
murdering,1
muscle,4
mushy,3
music,5
must,37
mustache,1
mutiny,1
my,423
myself,17
mysterious,3
myth,1
nah,2
nails,1
name,38
named,1
names,5
naming,1
nannies,1
nap,1
narcotics,1
narrative,1
nat,2
natalie,16
national,1
natural,1
nature,3
nauseous,1
near,4
nearby,1
nearer,1
nearing,2
nearly,2
necessarily,1
necessary,4
neck,1
need,66
needed,8
needlessly,1
needs,10
neighbor,1
neighborhood,1
neighbors,1
nerd,1
nerve,1
nervous,6
nest,1
neti,2
never,58
new,45
news,9
newspaper,2
next,17
nice,37
nicely,1
niece,1
night,50
nightmare,2
nights,1
nimble,2
nimbleness,2
nina,1
nine,11
ninth,1
nipples,1
no,400
noble,3
noblest,1
nobody,3
noises,1
nomenclature,1
non,1
nondisclosure,1
none,10
nonexistence,1
nonsense,2
nonzero,1
nook,1
nope,7
nor,8
normal,5
normally,1
north,1
nose,2
nosebleed,2
nosebleeds,1
nostrils,1
nosy,1
not,299
note,9
notes,6
nothing,33
notice,2
noticed,3
noticing,1
notified,1
notion,1
now,150
nowhere,1
nude,1
number,5
numbers,22
nurse,1
nursemaid,1
nursing,1
nurturable,2
nutmeg,1
o,1
object,1
objected,1
objective,2
obligement,1
obscene,1
observe,2
obvious,1
obviously,7
occasional,1
occasionally,1
occurred,3
occurrence,3
of,561
off,43
offended,1
offer,5
offering,2
office,27
official,1
officially,4
officiate,1
offspring,2
often,1
oh,168
okay,380
old,25
older,4
on,287
once,25
one,144
ones,9
only,41
onto,3
ooh,4
oomph,1
open,28
opened,1
operated,1
operates,1
operation,1
opinion,2
opportunity,3
opposite,3
optics,4
option,3
options,1
or,110
ordeal,1
order,4
ordered,2
orders,2
organized,1
orgs,1
orientation,2
original,4
ortbo,4
oscilloscope,1
oswald,1
otc,4
other,49
others,10
otherwise,2
our,71
ours,3
ourselves,3
out,139
outburst,2
outdoor,3
outdoorsmanship,1
outer,1
outfit,1
outhouse,1
outie,73
outies,8
outlaw,1
output,2
outreach,1
outside,25
outstanding,2
outta,3
oven,1
over,29
overestimated,1
overhead,1
overlook,1
overreacting,1
overseas,1
oversight,1
overtime,7
ow,1
owe,6
owed,1
own,21
owned,1
owns,2
package,1
packing,1
page,4
pages,1
paid,3
pain,10
painful,3
painfully,1
paint,2
paintball,1
painted,1
painting,5
paintings,7
pair,1
pajamas,1
pal,1
panel,1
pants,3
paper,3
paperwork,1
parallel,1
paranoid,1
paraphrasing,1
pardon,2
pardons,1
parents,2
pariah,1
park,3
parking,1
part,22
partake,1
participated,1
participation,1
particularly,1
parties,3
partner,1
partners,1
parts,1
party,23
pas,1
pass,5
passage,4
passed,4
passes,2
passing,1
passion,1
past,8
pastor,2
pasts,1
path,3
pathetic,2
patient,1
patton,4
paupers,2
pay,4
paycheck,2
paychecks,1
paying,1
payroll,1
pays,1
peace,2
peacefully,1
peachy,1
peddler,1
pee,1
pen,5
penalty,1
pencil,2
pencils,2
penis,1
people,54
per,2
percent,1
perceptual,2
perchance,1
perché,1
perfect,7
perfectly,1
perform,3
performance,5
performed,1
perhaps,9
perilous,2
perimeter,1
period,2
perk,2
perks,4
permanent,4
permanently,1
permission,1
pernicious,1
perpetuity,11
persephone,1
person,30
personage,2
personal,3
personally,3
persons,1
perspective,1
peruse,1
perverse,2
pervert,2
peter,2
petey,42
petroleum,1
phases,1
philistine,1
philosophy,1
phone,9
photo,7
photographs,1
photos,8
phrase,1
physical,2
physically,2
physiology,1
physique,1
piano,1
pick,4
picked,3
picking,1
picture,3
pictures,1
piece,5
piecemeal,1
pieces,1
piedi,1
pierre,1
pies,2
pile,1
pillows,1
pine,1
pineapple,2
pinpoint,1
pips,1
pissed,4
pit,1
pity,1
place,22
places,2
plagues,1
plain,1
plainly,1
plan,3
planet,2
planned,1
planning,2
plans,2
plants,2
plate,5
platonic,1
plausible,1
play,8
played,3
player,1
players,1
playful,1
plead,1
pleasantly,1
please,92
pleasing,1
pleasure,2
plotting,1
plow,1
plugging,1
plural,1
plus,3
pocket,4
poem,2
poetic,1
poetically,1
point,15
points,8
poisoned,1
poisoning,1
poke,1
police,2
policy,2
pond,1
pondering,1
pool,4
poop,1
poor,6
poorly,1
pop,2
popped,1
popular,1
populate,2
pores,1
porn,1
portrait,1
position,5
positions,1
positives,1
possible,4
possibly,2
poster,2
pot,2
potential,1
pouches,2
pouchless,1
power,5
powerful,1
pragmatic,2
praise,3
prattling,1
pray,5
prayers,1
preamble,2
precious,1
precise,1
predecessor,1
predicted,1
prefer,2
preference,1
preferred,1
prefers,1
pregnancy,1
pregnant,2
premature,1
premier,1
prep,1
preparations,1
prepare,1
prepared,1
prepped,1
present,1
presented,2
presents,1
pressed,2
pressure,4
presume,1
pretend,3
pretended,1
pretending,1
pretty,20
previous,1
previously,1
prick,1
pride,1
primal,2
primary,1
primed,1
princess,1
principle,3
principles,3
print,2
printed,1
prior,1
priority,2
prisoner,3
prisoners,3
privacy,3
private,1
privately,1
privilege,1
privileged,1
privileges,2
prize,4
prizes,1
probably,21
probes,3
probity,3
problem,6
procedure,10
procedures,1
process,7
processed,1
product,1
productive,3
professional,1
professionally,1
professor,2
profound,1
profundity,1
progeny,1
progress,5
prohibited,1
projected,1
projector,1
promise,5
promised,1
promoted,1
promotion,1
promptly,1
proof,2
propaganda,1
proper,2
properly,1
property,2
protect,1
protected,1
protecting,1
protocol,4
protocols,1
prototype,1
proud,5
prove,4
proved,1
proven,2
provenly,1
proves,1
provide,4
provided,2
prowler,1
psst,1
psyche,1
psycho,1
psychotically,1
public,1
puce,2
pull,2
pulled,2
pummel,1
pump,1
pumped,1
punch,1
punching,1
punish,3
punished,3
punishments,1
punitive,1
pupils,2
pure,1
purged,1
purging,1
purified,1
purify,1
purple,2
purpose,3
purposes,1
purse,1
pursue,1
pursuits,1
pus,2
push,2
put,32
puts,1
putting,3
puzzling,1
q,1
quality,1
quarrel,1
quarter,13
quarterly,3
queries,1
question,22
questions,13
quick,4
quickly,7
quiet,4
quietly,1
quirk,1
quit,8
quite,14
quitting,4
quota,8
quote,1
quotes,1
r,28
rabbit,1
racket,1
radar,2
rag,1
raiders,1
rain,3
raining,1
raised,2
raising,2
ramble,1
ramrod,1
ran,3
ranch,1
random,1
range,2
rapids,1
rare,3
rash,1
rate,2
rates,1
ratio,1
rattle,1
rattling,1
raw,2
razor,2
reacclimate,1
reach,3
reached,2
reaching,3
reaction,1
read,13
reader,1
readers,1
reading,7
readjustment,1
reads,1
ready,31
readying,1
real,9
reality,1
realize,1
realized,2
really,95
reason,5
reasonable,1
reasons,2
rebalance,1
rebecca,1
rebeck,7
recall,3
recanonicalized,1
receipt,1
receive,1
received,4
receiving,1
recent,3
recital,1
recite,1
recognize,4
recognizing,1
recollection,2
recollections,2
recommend,2
reconsidered,1
record,2
records,1
recouple,1
recover,1
recreate,1
recreated,1
recurrent,1
recycling,3
red,3
reduced,1
reeks,1
reference,1
referenced,1
referencing,2
refill,1
refine,1
refined,1
refinement,13
refiner,11
refiners,9
refining,4
reflect,1
reflected,1
reflection,2
reflective,1
reform,3
reformed,1
reforms,5
refrain,3
refreshing,1
refreshments,1
refused,1
regard,1
regards,1
reghabi,5
regret,3
regrettable,2
regular,2
regularly,1
reintegrate,2
reintegrated,3
reintegrating,2
reintegration,12
reissue,1
rejected,1
rejuvenated,1
rekindling,1
related,1
relations,1
relationships,1
relax,3
release,1
relegated,1
relevant,1
religious,1
rely,1
remain,3
remaining,2
remarkable,2
remarried,1
remember,41
remembered,4
remind,5
reminded,1
reminder,2
reminds,2
remiss,1
remonstration,1
remotely,2
remove,1
removed,2
rendition,1
renovation,1
renovations,1
repeat,1
replace,1
replaced,2
replacement,2
replaces,1
replenishing,1
replica,1
replied,1
report,3
reported,1
reporting,2
represent,1
represents,1
repurposed,1
request,12
requested,2
requests,1
require,1
required,1
requires,1
reschedule,1
rescind,1
research,3
resentment,2
resentments,1
reservation,2
reset,1
resides,1
residual,1
resign,1
resignation,7
resignations,1
resolve,1
resort,1
resources,1
respect,2
respectfully,1
respects,2
respond,2
responded,2
response,6
responsibility,2
rest,7
restart,1
restful,1
restorative,2
restroom,2
result,3
resulted,1
resume,2
retain,2
retinas,1
retired,3
retirement,3
retiring,3
retreat,9
retrenchment,1
return,8
returned,2
returning,1
reveal,2
revel,2
reverent,1
reversed,2
review,7
revive,1
revoke,1
revoked,1
revolution,3
revolutionary,1
revolve,1
revolving,1
reward,1
rhyme,1
rhyming,1
rhythm,1
rich,3
richest,1
rick,1
ricken,25
rid,2
ride,2
ridiculous,2
right,215
righteous,1
ring,2
rip,2
ripping,1
risk,5
rivaled,1
riverboat,1
road,2
roads,1
roam,1
roaming,1
robe,4
robot,1
rock,5
rocks,1
roil,1
role,1
roll,1
rolling,1
romantic,2
room,45
rooms,7
root,2
rope,3
rose,1
rot,1
rotate,1
rotation,1
rots,1
rotting,1
roughly,1
round,3
rounding,1
row,2
royal,1
rube,2
rude,2
ruined,1
ruining,1
rule,1
rules,3
run,9
running,3
runs,1
rush,1
rushing,1
russian,2
rustic,1
rustling,1
ruth,1
rwanda,1
s,29
sabotaged,1
sack,1
sacred,1
sacrifice,2
sad,7
sadist,1
sadly,3
sadness,4
safe,5
safeguard,2
safely,1
safety,2
said,73
saints,2
sale,1
salesmen,1
saliba,1
sally,1
salsa,1
salt,1
salutation,1
salutations,1
salve,1
salves,1
same,23
sanctity,1
sap,1
sapient,1
sarcasm,1
sardines,1
sat,1
satiate,1
satisfied,3
sauces,1
save,7
saved,5
saw,22
say,82
saying,15
says,12
scale,1
scanners,1
scare,2
scared,6
scares,1
scary,7
scattered,1
scenario,1
schedule,1
scheduled,2
scholastic,1
school,4
schrödinger,1
science,2
scientifically,1
scissor,2
scoops,1
scooted,1
score,2
scoundrel,1
scouring,1
scout,28
screaming,1
screen,1
screw,1
screwed,1
scroll,1
scrolling,1
scrub,1
scuba,3
sculpt,1
sea,6
seal,2
search,2
season,1
seat,13
seats,1
sec,2
second,12
seconds,4
secret,3
secrets,2
secure,1
security,13
see,137
seeing,12
seek,2
seem,3
seemed,4
seems,14
seen,18
sees,4
seesaw,2
selection,1
self,5
sell,2
selling,1
selves,1
selvig,20
senator,1
senators,1
send,13
sense,10
sensitive,4
sent,4
sentience,1
sentient,1
sentiment,1
separate,3
separately,1
separates,1
separating,1
septum,1
serendipitous,1
serious,8
seriously,14
sermon,1
serve,4
served,1
service,2
serving,1
session,8
sessions,2
set,8
setbacks,1
seth,13
sets,2
setting,2
settle,1
settled,1
settles,1
seven,5
seventy,4
sever,3
several,2
severance,26
severe,1
severed,51
severely,1
severing,2
seville,1
sew,1
sex,5
shadow,1
shadows,1
shake,1
shakes,1
shall,23
shambolic,2
shame,4
shameful,1
shampoo,1
shape,1
shapeless,1
share,10
shared,6
sharing,1
sharp,1
shattered,1
shaving,1
she,174
shea,1
sheep,1
sheets,1
shelf,2
shift,2
shines,1
ship,1
shipments,1
shirt,4
shit,60
shitting,1
shitty,4
shoot,2
shop,3
short,3
shorter,1
shortly,3
shot,2
should,84
shoulders,1
show,17
showed,5
shower,1
showering,1
showing,2
shown,3
shows,4
shrew,2
shut,9
shuttle,1
sibling,1
sick,9
sicker,1
sickness,1
side,6
siena,2
sight,1
sign,2
signage,1
signature,1
signatures,2
signs,4
silently,1
silly,2
silver,2
similar,3
simple,3
simply,2
since,21
sincerely,2
sincerest,1
single,3
sinuses,1
sip,1
sips,2
sir,18
sired,1
siring,2
sissy,1
sister,18
sisters,1
sit,12
sits,1
sitting,4
situation,3
six,12
size,1
sized,1
skedaddle,1
sketch,2
ski,1
skiing,1
skill,1
skilled,1
skin,5
skip,4
skipped,2
skull,2
sky,2
slackers,1
slamming,1
slant,1
slaps,1
slate,1
slave,1
sleep,6
sleeping,2
sleepy,2
slept,1
slice,1
slide,1
slight,2
slightly,2
slip,2
slipped,3
slow,1
sly,1
small,3
smart,5
smarter,2
smell,7
smells,6
smelly,1
smile,5
smiles,2
smiling,2
smoke,1
smug,1
smuggle,2
snacks,2
snakes,1
snark,2
sneak,2
sneaking,1
sneezed,2
sniffing,1
sniffling,1
snoot,1
snow,3
snowiness,1
snuck,2
snuff,2
so,345
soap,6
social,1
socialized,1
socially,1
society,2
socket,1
softly,1
soil,2
solace,2
sold,2
soldier,3
soldiers,1
solitary,1
solitude,2
solution,1
solve,1
some,52
somebody,4
someday,3
somehow,3
someone,24
something,62
sometime,3
sometimes,10
somewhat,1
somewhere,4
son,5
song,3
soon,8
sooner,1
sophisticate,1
sophisticated,1
sores,1
sorry,169
sort,5
sorted,2
sorts,1
sought,1
soul,10
sound,10
sounded,2
sounds,13
source,3
south,1
sovereign,1
space,5
spaced,1
spaces,1
spare,2
spared,1
sparing,1
spatially,2
speak,10
speaker,1
speaking,8
speaks,1
spearheading,1
special,9
specialties,1
specific,4
specifically,1
speech,4
speed,1
speeds,1
spell,1
spend,3
spending,3
spent,3
spicy,1
spilt,1
spin,1
spirit,6
splash,1
splendid,1
splendors,1
split,2
spoiler,1
spoke,3
spoken,4
spot,2
spouse,1
spouses,2
spreadsheet,1
spry,1
spying,1
squeeze,2
st,1
sta,1
stable,1
staffing,1
stage,1
stages,1
stagger,4
stain,5
stairwell,5
stairwells,2
stakeout,1
stalactites,1
stall,3
stance,1
stand,11
standard,2
standing,5
stands,1
star,1
stare,1
stargazing,1
start,21
started,13
starting,2
startled,1
starts,1
starved,1
starving,3
state,7
statement,2
statements,2
statue,1
status,2
stay,19
staying,4
stays,1
stead,2
steak,1
stealing,1
stealth,2
steep,1
step,9
steps,1
stevens,1
steward,4
stewardship,1
stewman,1
stick,3
sticky,1
still,49
stings,1
stint,1
stitched,1
stocked,1
stolen,1
stomach,1
stoop,1
stop,35
stopped,4
stopping,1
stops,2
storage,3
store,2
storeroom,1
stories,1
story,2
straight,3
straightforward,1
strange,4
strangely,1
strangers,1
strano,1
strapping,1
strength,2
stress,1
stressed,1
stretcher,1
strictly,1
stroll,1
strong,2
strongly,1
structure,1
struggle,1
stuck,2
students,1
studies,1
study,1
stuff,11
stumble,1
stumbler,1
stung,1
stupid,3
stupidity,2
subbed,1
subjugation,1
submit,2
subordinate,1
subset,1
subsidized,1
success,1
successfully,2
such,18
suck,2
sucks,3
sudden,2
suddenly,4
sudoku,1
sue,1
suffer,3
suffered,1
suffering,1
suffocating,1
sugar,1
suggest,1
suggesting,1
suicide,3
suite,1
sum,1
summer,2
summits,1
sun,1
sunday,2
sunny,1
sunrise,1
sunset,2
super,2
superiors,1
supervise,1
supervision,1
supervisor,1
supervisory,1
supplies,1
supply,6
support,1
suppose,11
supposed,16
supposedly,1
sure,58
surely,3
surest,1
surface,2
surgery,1
surgically,1
surprise,1
surprised,2
surrounded,1
survey,12
suspect,2
suspended,1
sustained,1
svalbard,1
swab,1
swamped,1
sway,1
swear,7
sweater,1
sweatpants,1
sweden,1
swedish,1
sweet,9
sweetest,1
sweetheart,2
sweets,1
swim,1
swing,2
swipe,1
switch,5
switched,1
switches,1
switching,2
symbols,1
sympathize,1
symptoms,1
synaptic,1
sync,1
synergy,1
system,3
systemic,2
table,10
tables,1
tack,1
tackled,3
tactic,1
take,57
taken,7
takes,6
taking,17
tales,1
talk,41
talked,4
talking,12
talks,1
tall,1
taller,1
tallest,2
tame,3
tamed,2
tanks,1
tape,1
tapped,1
task,4
taste,3
tastier,1
tasty,1
taught,2
taunts,1
tea,2
teach,1
teacher,2
teaches,1
teaching,4
teachings,1
team,18
teasing,2
tech,2
technically,2
technology,2
tee,1
telephoned,1
televisually,1
tell,72
telling,7
tells,1
temper,1
temperature,1
tempers,8
temporary,1
ten,9
tend,2
tending,1
tense,3
tent,4
tents,1
term,4
termed,1
terminate,1
termination,1
terms,2
terrible,1
terribly,1
terrific,1
territory,3
terse,1
test,6
testing,3
tests,2
tetanus,1
text,2
thai,1
than,31
thank,105
thankful,3
thankfully,2
thanks,34
that,553
the,1461
thee,1
their,31
them,85
themes,1
themselves,3
then,74
theory,3
therapy,1
there,185
theremin,1
these,32
thesis,1
theta,1
they,175
thickened,1
thickets,1
thief,1
thieving,1
thimble,1
thing,55
things,33
think,160
thinking,11
thinks,3
third,5
thirst,1
thirsty,1
thirty,2
this,433
thorough,1
thoroughly,2
those,29
though,20
thought,45
thoughtful,1
thoughtfully,1
thoughts,1
thousand,3
thousands,1
threatened,4
three,26
threw,1
thrill,1
thrilled,3
thrive,1
throat,2
through,28
throughout,2
throw,7
thrown,2
thrust,1
thus,3
thy,1
ticking,1
tickles,1
tickling,1
tied,1
tier,2
tiered,1
tight,1
tightening,1
till,8
time,70
times,8
timing,2
tin,1
tip,2
tiptoe,1
tired,5
tisdale,1
tissue,1
to,1084
toboggan,1
today,37
toes,1
together,29
toil,1
toilet,2
tokens,3
told,46
toll,1
tomorrow,14
tone,1
toner,2
tonight,24
too,49
took,11
top,2
topical,1
torches,1
tore,1
torrent,1
torture,3
toss,1
total,2
totally,6
totem,1
totes,4
touch,7
tough,2
tour,1
toward,1
towards,1
tower,1
town,4
toxoid,1
traceable,1
trackball,4
tracks,2
tradition,1
traditionally,1
tragedy,1
tragically,1
train,1
trainee,4
training,4
transcends,1
transferred,2
transformative,2
transition,2
transoms,1
trap,3
trapped,4
traps,3
trash,1
trauma,2
traumatic,1
travels,1
treat,4
treated,1
treating,2
treatment,1
tree,1
trespass,1
tribute,1
trick,2
tricked,3
tried,15
triggered,1
trill,1
trim,1
trip,6
tripped,1
trolling,1
trophy,1
trouble,6
troubled,2
troubling,3
truck,3
true,15
truer,1
truly,14
trust,16
trusted,2
truth,4
try,16
trying,38
très,1
tube,3
tuck,1
tucked,1
tuesday,1
tumult,1
tumwater,2
tuned,1
turn,14
turnaround,1
turned,6
turning,2
turns,3
tv,2
tweak,1
twelve,1
twice,2
twin,5
two,56
type,8
types,1
typical,1
ugh,1
ugly,1
uh,26
ultimately,1
um,7
unable,3
unaccessible,1
unattended,1
unauthorized,1
unaware,1
unbalancing,1
uncertainty,1
uncle,2
uncomfortable,2
under,5
underestimated,1
undergo,1
understand,21
understands,1
unfair,1
unfairly,1
unfolded,1
unfortunately,3
unhappy,3
unheard,1
unhurt,1
unit,1
uniting,1
units,1
universe,1
unknown,9
unless,3
unlike,1
unlock,3
unnatural,2
unprotected,1
unring,1
unsanctioned,1
unsever,2
unsevered,3
unsolicited,1
until,17
unto,1
untrue,1
unveil,1
unwashed,1
unwell,2
up,138
update,1
updating,1
upon,18
upper,1
uppity,1
uprising,3
upset,3
upside,1
upstairs,6
urge,1
urinalysis,1
urine,1
us,134
use,13
used,27
uses,1
using,6
usual,1
usually,4
v,1
vaginal,1
vagrant,1
valediction,1
valiance,1
valid,1
valuable,2
value,3
valued,1
values,5
vast,1
vat,1
vegetable,1
veins,3
ventured,1
verbally,2
verbiage,2
verbose,1
verge,1
verse,1
version,7
versions,1
verve,3
very,48
vessels,1
vest,2
vestments,1
vetting,1
vexed,1
vibe,1
vibration,1
victim,1
victims,1
victory,1
video,7
view,2
violated,2
violence,1
violent,2
virgin,1
virtue,1
visceral,2
viscerally,1
vision,5
visit,5
visitation,2
visited,2
visits,1
vista,1
visually,1
vital,2
vocally,1
voice,10
void,2
voilà,1
voting,1
voyage,3
vulture,1
w,5
waffle,9
waft,1
wait,49
waiter,1
waiting,7
wake,13
wakes,2
waking,3
walk,17
walked,4
walking,1
wall,4
walls,1
wandering,1
wanna,52
want,84
wanted,16
wantonness,1
wants,10
war,9
warfare,1
warm,2
warned,2
warranted,1
was,356
wash,2
washroom,1
waste,1
wasting,1
watch,13
watched,2
watching,5
water,8
watercooler,1
waterfall,2
watering,2
watermelon,1
wave,1
waves,2
wax,1
way,62
ways,6
wayward,1
we,407
weak,1
weakness,1
wealth,1
weaponizing,1
wearing,8
wedding,3
wedge,1
weed,1
week,8
weekend,5
weekends,1
weeks,12
weigh,1
weighing,1
weird,23
welcome,20
welcoming,1
well,204
wellington,3
wellness,15
went,22
were,103
western,1
wet,2
what,533
whatever,20
whatsoever,1
wheezing,1
when,84
where,71
whereas,1
wherever,2
whether,5
whew,1
which,66
while,23
whilst,4
whimper,1
whiskey,1
whisper,4
whistling,1
white,3
who,94
whoa,2
whoever,2
whole,26
whose,5
why,127
wide,1
wife,36
wiles,4
wilkins,1
will,124
william,3
willing,2
willingly,1
win,3
wind,3
window,1
wine,4
wing,12
wintertide,3
wipeys,1
wire,1
wiser,1
wish,9
wished,1
wishes,1
wit,2
with,253
within,2
without,15
witness,2
wizened,3
wmc,1
woah,1
woe,5
woefully,1
woke,5
wolfgang,1
woman,11
womb,1
won,1
wonder,14
wondered,1
wonderful,6
wondering,7
wood,2
woodland,1
woodworking,1
woozy,1
word,20
words,8
wordsmith,1
wore,2
work,94
workdays,1
worked,11
worker,3
workers,12
workie,4
working,13
workplace,4
works,5
workspace,1
workspaces,1
workstation,1
world,33
worn,1
worried,6
worries,2
worry,5
worse,2
worth,2
would,80
wound,1
wounded,1
wow,35
wrap,4
wrapping,2
wrathfully,1
write,4
writing,3
written,1
wrong,19
wrote,2
wyoming,1
y,1
ya,1
yard,2
yaulp,2
yay,1
ye,2
yeah,338
year,5
yearly,1
yearning,1
years,24
yep,12
yes,120
yesterday,12
yet,30
yield,2
yielded,1
york,1
you,1962
young,3
younger,1
your,420
yours,16
yourself,18
youthful,2
zealots,1
zero,1
zone,3
zurich,1
что,1
это,1
