Season,Episode Number,Episode Title,Character,Dialogue,Timestamp,TalkingTo
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Wow.,1900-01-01 00:11:09,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"Dude, did you see the one next door?",1900-01-01 00:11:09,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Yeah.,1900-01-01 00:11:11,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"It’s, like, psychotically expensive.",1900-01-01 00:11:11,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,It’s like a freakin’ lodge. I hate whoever’s in there.,1900-01-01 00:11:14,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,It’s just fat cats making fat kittens.,1900-01-01 00:11:16,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Yeah.,1900-01-01 00:11:19,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Oh, shit.",1900-01-01 00:11:21,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,It’s a contraction.,1900-01-01 00:11:23,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Fuck.,1900-01-01 00:11:24,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Mark, say a secret quickly.",1900-01-01 00:11:24,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"He doesn’t have to, babe.",1900-01-01 00:11:27,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,What?,1900-01-01 00:11:29,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,The fetus is drawn to clear air.,1900-01-01 00:11:29,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,Purging secrets can create a soul void that speeds the labor.,1900-01-01 00:11:32,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Okay, and we want that?",1900-01-01 00:11:35,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Oh, we do.",1900-01-01 00:11:37,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"Hey, baby, not right now.",1900-01-01 00:11:37,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"It’s fine, I’ll start. Um, Mark…I love you, and I feel hurt that you haven’t called me to thank me for the book yet.",1900-01-01 00:11:39,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,There. Good.,1900-01-01 00:11:47,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,The book?,1900-01-01 00:11:47,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,We left a copy of his new book on your doorstep.,1900-01-01 00:11:50,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,Five days ago. Five full days.,1900-01-01 00:11:53,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Okay, well, I definitely haven’t seen that. I mean, it must’ve been stolen or something. I…",1900-01-01 00:11:55,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,What? That was an advanced copy.,1900-01-01 00:12:00,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Oh, my God. Oh, my God. Oh!",1900-01-01 00:12:04,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Are you okay?,1900-01-01 00:12:08,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Oh, my God.",1900-01-01 00:12:08,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,I’m okay.,1900-01-01 00:12:10,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,Whew!,1900-01-01 00:12:10,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,It’s fine. It’s all fine. Ooh.,1900-01-01 00:12:11,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Okay, okay. I’m okay. Are you okay?",1900-01-01 00:12:16,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Okay.,1900-01-01 00:12:20,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,I’m good.,1900-01-01 00:12:22,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,Yeah?,1900-01-01 00:12:22,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"Yeah, I’m gonna go get coffee.",1900-01-01 00:12:24,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,Really?,1900-01-01 00:12:24,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Yeah. I think. I’m gonna get going.,1900-01-01 00:12:27,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,Are you sure? Um…,1900-01-01 00:12:29,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"Thank you. Oh, thanks, bud.",1900-01-01 00:12:29,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,All right. I’ll be back.,1900-01-01 00:12:34,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,Yeah.,1900-01-01 00:12:34,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,Okay. Be careful.,1900-01-01 00:12:35,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Well, this is good. We can finish setting up the room.",1900-01-01 00:12:45,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,Um… Oh.,1900-01-01 00:12:47,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Mark, would you help me hang the kelp?",1900-01-01 00:12:53,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Hang the kelp? Why?,1900-01-01 00:12:56,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,Do you really want me to explain it?,1900-01-01 00:12:59,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Hi. Hi. Excuse me? Sir? Sir… Hey.,1900-01-01 00:13:13,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"What the fuck, man? Oh, my Go…",1900-01-01 00:13:32,Gabby
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"Hi, I’m so sorry. I’m another pregnant lady. I’m from over there. I just came out on a coffee run, and I got distracted by your beautiful coffee, and I was wondering if there’s any chance you could hook me up.",1900-01-01 00:13:37,Gabby
1,5,The Grim Barbarity of Optics and Design (Transcript),Gabby,"Um, okay.",1900-01-01 00:13:50,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Yeah? Yes. Thank you. Thank Christ.,1900-01-01 00:13:52,Gabby
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Hi. Thank you so much. I’m gonna squeeze right past you. Ooh. I’m Devon.,1900-01-01 00:13:59,Gabby
1,5,The Grim Barbarity of Optics and Design (Transcript),Gabby,Gabby.,1900-01-01 00:14:11,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Thank you for narcotics. My husband is driving me fucking crazy. My brother’s… depressing me.,1900-01-01 00:14:12,Gabby
1,5,The Grim Barbarity of Optics and Design (Transcript),Gabby,Is it your first?,1900-01-01 00:14:24,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Yeah. Yours?,1900-01-01 00:14:26,Gabby
1,5,The Grim Barbarity of Optics and Design (Transcript),Gabby,My third. I’m naming him William.,1900-01-01 00:14:28,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Three kiddos. I’m so fucking scared of ruining one child. How do you handle it?,1900-01-01 00:14:32,Gabby
1,5,The Grim Barbarity of Optics and Design (Transcript),Gabby,"Lotta help, I guess.",1900-01-01 00:14:39,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Yeah.,1900-01-01 00:14:39,Gabby
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"Holy shit, by the way, how about this cabin? It’s so nice. Are you rich?",1900-01-01 00:14:42,Gabby
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Because really…if the thief reads the book, it will have been worth it. In fact, I bet you he turns himself in afterward.",1900-01-01 00:14:54,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Listen, I know the last time you were in a medical facility was for Gemma.",1900-01-01 00:15:05,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Oh, is that what this is? A medical facility?",1900-01-01 00:15:11,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Of course, the baby’s middle name could’ve been so lovely a tribute to her, but…I understand you were unable to be comfortable with it.",1900-01-01 00:15:16,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Your kid deserves her own name without some…big, feely baggage.",1900-01-01 00:15:25,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Yes. Ooh.,1900-01-01 00:15:40,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Psst. I got coffee.,1900-01-01 00:15:52,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Toll, please.",1900-01-01 00:15:58,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"I made friends with the richest lady in baby camp. She was…quiet, but she was nice. Very cute. I should send you up there.",1900-01-01 00:16:02,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,I’d imagine she’s spoken for.,1900-01-01 00:16:14,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,I bet Alexa would give you another shot.,1900-01-01 00:16:18,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,I bet she wouldn’t.,1900-01-01 00:16:23,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,I bet you could ask her.,1900-01-01 00:16:25,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Oh. Okay.,1900-01-01 00:16:25,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Ah.,1900-01-01 00:16:29,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,You okay? Do you want me to go get her?,1900-01-01 00:16:29,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"No, no, no. Hold on, can I squeeze your hand?",1900-01-01 00:16:33,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Yeah. There we go. All right.,1900-01-01 00:16:36,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Need me to tell a secret?,1900-01-01 00:16:43,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"Yeah, go ahead.",1900-01-01 00:16:43,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Give me your dark shit.,1900-01-01 00:16:46,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Well, so, uh…",1900-01-01 00:16:47,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Um…I kinda think Lumon might be up to something.,1900-01-01 00:16:52,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"What do you mean? Like, with your paychecks?",1900-01-01 00:17:05,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"No, I’ve just been hearing stuff. Just around.",1900-01-01 00:17:08,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Who’ve you been talking to?,1900-01-01 00:17:14,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,So… Um…,1900-01-01 00:17:17,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,What?,1900-01-01 00:17:23,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Do you remember the businessman?,1900-01-01 00:17:26,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,Oh.,1900-01-01 00:17:29,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Holy fucking pit of hell!,1900-01-01 00:17:32,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Okay. Darling, you okay?",1900-01-01 00:17:35,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Why do people do this?,1900-01-01 00:17:37,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Uh, I’ll go get Alexa.",1900-01-01 00:17:37,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,Great.,1900-01-01 00:17:39,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"Don’t touch me, baby.",1900-01-01 00:17:39,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,Okay.,1900-01-01 00:17:42,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Ah!,1900-01-01 00:17:42,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Alexa,One more big push.,1900-01-01 00:17:45,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Oh, my God.",1900-01-01 00:17:45,Alexa
1,5,The Grim Barbarity of Optics and Design (Transcript),Alexa,She’s right here. She’s right here. You’re doing so great.,1900-01-01 00:17:47,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Ah!,1900-01-01 00:17:47,Alexa
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,It hurt… It hurts.,1900-01-01 00:17:50,Alexa
1,5,The Grim Barbarity of Optics and Design (Transcript),Alexa,I know it hurts but she’s right here.,1900-01-01 00:17:50,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Alexa,I can see her. She’s crowning. Okay?,1900-01-01 00:17:54,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"Oh, my God.",1900-01-01 00:17:54,Alexa
1,5,The Grim Barbarity of Optics and Design (Transcript),Alexa,"All right, now. You know, I can see her. Here she comes.",1900-01-01 00:17:57,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,"Oh, my God.",1900-01-01 00:18:24,Alexa
1,5,The Grim Barbarity of Optics and Design (Transcript),Alexa,She’s coming.,1900-01-01 00:18:24,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Oh, my God. Oh, my God.",1900-01-01 00:18:26,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Devon,Oh!,1900-01-01 00:18:31,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Ricken,"Thank you. Oh, she did great. I’m gonna pass out.",1900-01-01 00:18:33,Devon
1,5,The Grim Barbarity of Optics and Design (Transcript),Milchick,She was in Outie form at the time she woke up.,1900-01-01 00:18:36,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Milchick,"So, this will be Innie Helly’s first conscious experience since the hanging.",1900-01-01 00:18:39,Ricken
1,5,The Grim Barbarity of Optics and Design (Transcript),Milchick,"When she sees you, it’s important your eyes be kind.",1900-01-01 00:18:46,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Milchick,Do you know how to make your eyes kind?,1900-01-01 00:18:52,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Um…,1900-01-01 00:18:58,Milchick
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,You’re okay. You’re okay. It’s all right.,1900-01-01 00:19:39,Milchick
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"So, they locked away the extension cords and other dangerous items so, you know, you should be safe. And if you wanna focus on looking for happy numbers for a while, that’s fine.",1900-01-01 00:19:58,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Yeah.,1900-01-01 00:20:22,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Do you wanna talk about it?,1900-01-01 00:20:30,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,We should hide inspirational handbook quotes around the office for her to stumble upon.,1900-01-01 00:20:46,Dylan
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,"She just needs to start earning perks, dude. I’d end my life if I didn’t have any finger traps yet. You know, what one of us should do is lend her our trap until she has one of her own. Yeah, but not me though ’cause I already contributed the idea. It’s only fair.",1900-01-01 00:20:54,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Ms. Casey.,1900-01-01 00:21:11,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,I’m here to observe Helly R.,1900-01-01 00:21:14,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Oh. Uh, no one told me.",1900-01-01 00:21:16,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,"Ms. Cobel’s orders. I am to watch her for signs of sadness, and verbally encourage her to forgo further suicide attempts.",1900-01-01 00:21:19,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,"Upon request, I can also perform a hug.",1900-01-01 00:21:27,Dylan
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,"You know I’ve been, uh, exhibiting signs of sadness. Could I get one of those?",1900-01-01 00:21:31,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,No.,1900-01-01 00:21:34,Dylan
1,5,The Grim Barbarity of Optics and Design (Transcript),Helly,Did you get all that?,1900-01-01 00:22:03,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,Are you upset?,1900-01-01 00:22:09,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Helly,No. I’m peachy.,1900-01-01 00:22:11,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,"If you’re upset, you can request a…",1900-01-01 00:22:17,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Helly,A hug. I know. I’m good.,1900-01-01 00:22:19,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Irv.,1900-01-01 00:23:15,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"We lose you again there, buddy?",1900-01-01 00:23:20,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Irv?,1900-01-01 00:23:26,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,I have to go to O&D. Something’s come up. And I… I’d like to seek Burt’s counsel.,1900-01-01 00:23:28,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Well… Okay, fine. Just make a copy of that map in case we have to come find you.",1900-01-01 00:23:40,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,"Oh, God.",1900-01-01 00:24:12,Milchick
1,5,The Grim Barbarity of Optics and Design (Transcript),Milchick,"Oh, no. I’m sorry, Irving. We must have sent this print job here by mistake. You weren’t supposed to see this.",1900-01-01 00:24:25,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,What are these?,1900-01-01 00:24:32,Milchick
1,5,The Grim Barbarity of Optics and Design (Transcript),Milchick,Nothing. A joke for Ms. Cobel.,1900-01-01 00:24:34,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,"It’s the O&D coup, isn’t it? The one that Dylan talks about, huh? Did that actually happen, Mr. Milchick?",1900-01-01 00:24:39,Milchick
1,5,The Grim Barbarity of Optics and Design (Transcript),Milchick,Of course not. Nothing like that could happen here.,1900-01-01 00:24:52,Dylan
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,It’s proof. It is ironclad proof.,1900-01-01 00:25:00,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,Milchick says it didn’t happen. And why would one department physically attack another? Lumon wouldn’t just then give them all the other department’s resources.,1900-01-01 00:25:02,Dylan
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,"Does O&D know that? Are we even sure about it? Because with seven people, there is a lot that they could do to us.",1900-01-01 00:25:10,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,I could ask…,1900-01-01 00:25:18,Dylan
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,"Your new friend,",1900-01-01 00:25:18,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,who lied to you about the size of his department? How do we know what else he isn’t being kosher about?,1900-01-01 00:25:20,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Cobel,You ran a 266 on Irving B.?,1900-01-01 00:25:39,Milchick
1,5,The Grim Barbarity of Optics and Design (Transcript),Milchick,Yeah. Just now.,1900-01-01 00:25:44,Cobel
1,5,The Grim Barbarity of Optics and Design (Transcript),Cobel,Huh.,1900-01-01 00:25:48,Milchick
1,5,The Grim Barbarity of Optics and Design (Transcript),Milchick,I thought it might dissuade him from spending so much time with Burt G.,1900-01-01 00:25:51,Cobel
1,5,The Grim Barbarity of Optics and Design (Transcript),Milchick,I’m sorry. Should I have consulted you?,1900-01-01 00:25:58,Cobel
1,5,The Grim Barbarity of Optics and Design (Transcript),Cobel,"No, no. Good initiative.",1900-01-01 00:26:03,Milchick
1,5,The Grim Barbarity of Optics and Design (Transcript),Milchick,I saw Ms. Casey down there. You’re having her watch Helly R.,1900-01-01 00:26:09,Cobel
1,5,The Grim Barbarity of Optics and Design (Transcript),Cobel,I am.,1900-01-01 00:26:16,Milchick
1,5,The Grim Barbarity of Optics and Design (Transcript),Milchick,May I ask why?,1900-01-01 00:26:18,Cobel
1,5,The Grim Barbarity of Optics and Design (Transcript),Cobel,“The light of discovery shines truer upon a virgin meadow than a beaten path.”,1900-01-01 00:26:20,Milchick
1,5,The Grim Barbarity of Optics and Design (Transcript),Cobel,I’m trying something new with Ms. Casey. Keep it between us.,1900-01-01 00:26:33,Milchick
1,5,The Grim Barbarity of Optics and Design (Transcript),Milchick,Right.,1900-01-01 00:26:47,Cobel
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,Helly R.,1900-01-01 00:27:37,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Helly,"Hi, Ms. Casey.",1900-01-01 00:27:39,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,Please describe for me your time in the restroom.,1900-01-01 00:27:42,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Oh, no. I’m so sorry, Ms. Casey. I just… I-I… Ugh. I turned and…",1900-01-01 00:27:45,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,Bet you’re drunk. What’d your mouth taste like when you got in today?,1900-01-01 00:27:52,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,"Helly R., you have to come with me to distribution supply.",1900-01-01 00:27:57,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"That’s okay. I can watch Helly R. While you’re gone. It’s only a few minutes, right?",1900-01-01 00:28:00,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,"Distribution supply is eight minutes, round trip.",1900-01-01 00:28:05,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,"You know, I go to distribution supply all the time, so, I could, uh… If you…",1900-01-01 00:28:21,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Helly,"Well, that’s one less horrible thing. For eight minutes anyway.",1900-01-01 00:28:28,Dylan
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Helly, I just realized I haven’t shown you where we keep the extra pen caps. It’s not far. Do you mind?",1900-01-01 00:28:35,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Helly,"I’m good, thanks.",1900-01-01 00:28:43,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Nah, you’re right. We shouldn’t go anywhere without Ms. Casey.",1900-01-01 00:28:46,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,"Careful out there, boss. Weird energy about.",1900-01-01 00:28:58,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Helly,"So, where are all these pen caps at?",1900-01-01 00:29:31,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"How are you doing, Helly?",1900-01-01 00:29:35,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Helly,Jesus. Did you make up the pen caps to ask me that?,1900-01-01 00:29:37,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Well, I just wanted to talk.",1900-01-01 00:29:40,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Helly,"I’m really bad, Mark. Thanks for noticing.",1900-01-01 00:29:44,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Oh. Come here.,1900-01-01 00:29:50,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Come on.,1900-01-01 00:29:59,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Here.,1900-01-01 00:30:14,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Helly,Petey’s map.,1900-01-01 00:30:18,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"Yeah. Since you’ve been gone, I’ve been trying to recreate it on my lunch breaks.",1900-01-01 00:30:20,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,"And…I thought maybe if we work on it together, we can… You know.",1900-01-01 00:30:24,Helly
1,5,The Grim Barbarity of Optics and Design (Transcript),Helly,I’m not your new Petey.,1900-01-01 00:30:33,Mark
1,5,The Grim Barbarity of Optics and Design (Transcript),Mark,Helly.,1900-01-01 00:30:47,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,Helly R.?,1900-01-01 00:30:51,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,Mark took her to look at pen caps.,1900-01-01 00:30:54,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,Where?,1900-01-01 00:30:54,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,Now?,1900-01-01 00:30:58,Dylan
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,They’re fine.,1900-01-01 00:30:58,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,Just at the end of the storage wing.,1900-01-01 00:30:59,Ms. Casey
1,5,The Grim Barbarity of Optics and Design (Transcript),Ms. Casey,Burt G. Is in the conference room.,1900-01-01 00:31:08,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,Burt.,1900-01-01 00:31:26,Burt
1,5,The Grim Barbarity of Optics and Design (Transcript),Burt,Irving.,1900-01-01 00:31:29,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,What are you doing here?,1900-01-01 00:31:33,Burt
1,5,The Grim Barbarity of Optics and Design (Transcript),Burt,"Oh. You know, I was turned around.",1900-01-01 00:31:35,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Burt,"Actually, I…I was looking for you. I hadn’t heard from you.",1900-01-01 00:31:40,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,"Well, I…",1900-01-01 00:31:51,Burt
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,"Dylan! Oh, my God! What are…",1900-01-01 00:31:52,Burt
1,5,The Grim Barbarity of Optics and Design (Transcript),Burt,Irving.,1900-01-01 00:31:52,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,What are you doing?,1900-01-01 00:31:55,Dylan
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,He was coming at you.,1900-01-01 00:31:56,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,Let him out!,1900-01-01 00:31:56,Dylan
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,Out? Why the fuck is he here?,1900-01-01 00:31:57,Irving
1,5,The Grim Barbarity of Optics and Design (Transcript),Irving,Let him out!,1900-01-01 00:31:57,Dylan
1,5,The Grim Barbarity of Optics and Design (Transcript),Burt,What’s wrong with you?,1900-01-01 00:31:59,Dylan
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,You saw that painting.,1900-01-01 00:31:59,Burt
1,5,The Grim Barbarity of Optics and Design (Transcript),Dylan,You want to get disemboweled today?,1900-01-01 00:32:01,Burt
